counter,treatment,plant.no,farm,branch.code,total.berries,berry.no,mass,brix,big.seeds,med.seeds,lil.seeds
MM,A,64,,HPLB,2,1,2.4744,7,45,53,4
MM,A,64,,HPLB,2,2,2.4684,11,47,41,2
MM,A,228,,CLA,2,1,1.3489,11,14,47,3
MM,A,228,,CLA,2,2,1.3449,11,22,54,10
MM,A,228,,CLA,2,3,2.0918,12,40,39,11
MM,A,228,,CLA,1,4,1.0928,10,25,51,8
MM,A,228,,CLA,1,5,1.4098,11,28,50,4
MM,A,64,,CLA,1,1,2.1272,15,12,64,7
MM,A,64,,CLA,1,2,1.8934,12,12,43,7
MM,A,64,,HPLA,2,1,1.6875,10,27,59,2
MM,A,64,,HPLA,2,2,2.1754,10,35,45,6
MM,A,231,,CLA,1,1,1.1646,7,11,62,16
MM,A,231,,CLA,2,2,2.0438,9,30,41,8
MM,A,231,,CLA,2,3,1.6092,10,20,39,11
MM,A,228,,HPLA,3,1,1.7041,7,42,47,10
MM,A,228,,HPLA,3,2,1.7217,11,44,48,5
MM,A,228,,HPLA,3,3,1.6641,9,23,66,8
MM,A,228,,HPLA,1,4,1.0394,4,13,64,9
MM,A,228,,HPLA,1,5,1.7562,11,49,39,3
MM,A,118,,Untagged,1,1,0.7289,14,1,35,39
MM,A,118,,Untagged,2,2,1.3391,11,9,76,12
MM,A,118,,Untagged,2,3,1.1149,7,11,55,8
MM,A,118,,HPLA,4,1,1.0581,8,36,55,11
MM,A,118,,HPLA,4,2,0.7574,6,34,39,11
MM,A,118,,HPLA,4,3,0.8888,10,30,46,7
MM,A,118,,HPLA,4,4,1.0193,11,40,47,9
MM,A,118,,CLA,1,1,0.9123,9,22,46,10
MM,A,44,,HPLA,3,1,2.3316,9,40,43,13
MM,A,44,,HPLA,3,2,1.9013,12,43,45,15
MM,A,44,,HPLA,3,3,2.2125,10,59,27,22
MM,A,44,,HPLB,1,1,2.0133,10,40,49,13
MM,A,44,,HPLB,1,2,1.8264,7,51,32,14
MM,A,44,,HPLB,2,3,1.8544,6,41,40,24
MM,A,44,,HPLB,2,4,1.7416,8,44,27,10
MM,A,44,,CLB,1,1,2.1236,12,51,31,20
MM,A,44,,CLC,3,1,1.9122,7,29,56,14
MM,A,44,,CLC,3,2,2.0701,9,54,31,15
MM,A,44,,CLC,3,3,2.0463,9,52,41,18
MM,A,44,,HPLC,2,1,2.1522,9,47,46,18
MM,A,44,,HPLC,2,2,1.8409,10,34,44,14
MM,A,44,,HPLC,1,3,1.7726,9,43,52,11
MM,A,44,,HPLC,1,4,1.7802,10,35,42,7
EW,A,142,,HPLA,2,1,0.849,11,54,20,8
EW,A,142,,HPLA,2,2,1.431,12,46,46,1
EW,A,142,,CLC,1,1,1.406,11,65,34,6
EW,A,142,,HPA,4,1,0.87,10,34,56,9
EW,A,142,,HPA,4,2,0.992,9,15,64,8
EW,A,142,,HPA,4,3,1.011,10,20,63,9
EW,A,142,,HPA,4,4,1.104,10,39,65,5
EW,A,142,,HPLA,4,1,1.213,7,42,64,5
EW,A,142,,HPLA,4,2,1.039,9,29,65,5
EW,A,142,,HPLA,4,3,1.071,10,28,62,6
EW,A,142,,HPLA,4,4,0.885,9,22,59,8
EW,A,149,,CLA,4,1,0.925,11,20,36,8
EW,A,149,,CLA,4,2,0.734,11,13,32,9
EW,A,149,,CLA,4,3,0.901,11,15,35,9
EW,A,149,,CLA,4,4,0.689,10,11,22,30
EW,A,149,,CLA,2,1,0.743,13,7,17,29
EW,A,149,,CLA,2,2,0.977,11,18,20,19
EW,A,351,,CLA,1,1,1.509,6,36,51,8
EW,A,351,,HPLA,1,1,1.027,11,24,40,1
EW,A,299,,CLB,1,1,0.754,13,13,32,11
EW,A,169,,CLA,1,1,1.145,7,3,15,41
EW,A,232,,Untagged,2,1,1.594,7,26,36,2
EW,A,232,,Untagged,2,1,1.749,8,28,43,4
EW,A,299,,HPLA,1,1,1.909,10,45,25,2
EW,A,299,,CLC,4,1,2.321,9,39,36,8
EW,A,299,,CLC,4,2,2.155,9,29,33,4
EW,A,299,,CLC,4,3,1.708,7,32,33,7
MM,E,128,,Untagged,3,1,1.2829,10,19,49,14
MM,E,128,,Untagged,3,2,1.2231,12,17,56,6
MM,E,128,,Untagged,3,3,1.2299,11,14,57,5
MM,E,128,,Untagged,1,4,1.4099,10,34,57,6
MM,E,128,,HPLA,5,1,2.0291,9,37,58,9
MM,E,128,,HPLA,5,2,2.2914,9,37,58,3
MM,E,128,,HPLA,3,3,1.9865,8,31,78,5
MM,E,128,,HPLA,6,4,1.9296,10,45,35,15
MM,E,128,,HPLA,6,5,1.6243,7,31,35,13
MM,E,128,,HPLB,2,1,1.6445,9,37,51,4
MM,E,128,,HPLB,2,2,1.7125,11,45,49,3
MM,E,128,,HPLB,1,3,1.8019,12,45,47,2
MM,E,128,,HPLB,1,4,1.4739,11,19,68,4
MM,E,128,,CLA,3,1,1.8439,11,30,54,4
MM,E,128,,CLA,3,2,1.9876,15,47,41,5
MM,E,128,,CLA,3,3,1.9017,12,33,39,10
MM,E,128,,CLA,6,4,1.5489,11,40,51,8
MM,E,128,,CLA,6,5,1.3642,10,30,41,6
MM,E,128,,CLB,3,1,1.7371,8,31,48,2
MM,E,128,,CLB,3,2,1.6719,7,49,24,6
MM,E,128,,CLB,3,3,1.8273,8,51,24,4
MM,E,128,,CLB,2,4,1.1509,12,17,59,6
MM,E,128,,CLB,2,5,1.4563,10,34,36,0
MM,E,201,,CLA,1,1,1.2672,12,18,51,13
MM,E,201,,CLA,3,2,1.7359,8,27,36,10
MM,E,201,,CLA,3,3,1.5819,10,19,54,3
MM,E,201,,CLA,3,4,1.6263,9,23,38,6
MM,E,201,,CLA,2,5,1.5843,10,24,35,13
MM,E,201,,Untagged,1,1,1.5266,10,10,57,13
MM,E,201,,Untagged,1,2,1.9225,9,24,38,7
MM,E,201,,HPLD,1,1,0.9784,13,14,36,9
MM,E,201,,CLB,3,1,1.2025,11,18,70,9
MM,E,201,,CLB,3,2,1.4151,11,25,34,8
MM,E,201,,CLB,3,3,1.2085,13,17,57,4
MM,E,201,,CLB,1,4,1.5587,10,35,46,3
MM,E,201,,CLB,1,5,1.6318,10,30,62,2
MM,E,201,,CLD,1,1,1.2104,11,8,63,11
MM,E,201,,CLC,1,1,1.0815,12,22,32,10
MM,E,201,,CLC,1,2,0.9324,9,4,57,14
MM,E,201,,CLC,2,3,1.3649,12,19,46,11
MM,E,201,,CLC,2,4,0.4692,6,10,19,5
MM,E,201,,HPLC,5,1,0.7811,10,22,47,2
MM,E,201,,HPLC,5,2,0.9522,9,29,34,5
MM,E,201,,HPLC,5,3,0.8151,12,30,31,9
MM,E,201,,HPLC,5,4,0.7975,11,24,39,10
MM,E,201,,HPLC,5,5,0.6547,11,9,46,8
EW,A,44,,CLA,2,1,1.303,13,31,24,3
EW,A,44,,CLA,2,2,1.324,12,40,39,17
EW,A,44,,CLA,2,1,1.02,10,23,19,9
EW,A,44,,CLA,2,1,2.063,11,39,22,9
EW,A,44,,CLA,1,1,1.854,11,35,39,6
EW,E,328,,Untagged,1,1,2.017,12,38,27,13
EW,E,328,,Untagged,1,1,1.613,12,28,21,12
EW,E,328,,HPA,2,1,1.691,12,42,23,7
EW,E,328,,HPA,2,2,1.58,11,30,16,6
EW,E,328,,HPLA,1,1,1.55,12,33,10,5
EW,E,328,,CLA,1,1,1.247,11,32,19,4
EW,E,328,,CLA,1,1,1.86,14,31,20,9
EW,E,328,,Untagged,1,1,1.621,11,45,23,9
MM,E,201,,HPLA,3,1,2.4607,12,54,31,11
MM,E,201,,HPLA,3,2,2.5197,12,52,33,11
MM,E,201,,HPLA,3,3,1.7783,10,43,34,7
MM,E,201,,HPLA,3,4,1.7511,10,32,51,10
MM,E,201,,HPLA,4,5,1.6986,15,32,33,13
MM,E,201,,HPLB,3,1,1.3313,9,22,50,7
MM,E,201,,HPLB,3,2,1.4959,11,40,43,5
MM,E,201,,HPLB,3,3,1.2431,10,42,39,3
MM,E,201,,HPLB,1,4,1.4204,7,51,48,11
MM,E,201,,HPLB,2,5,0.9138,10,31,39,8
MM,E,195,,HPLA,3,1,1.1037,12,33,33,10
MM,E,195,,HPLA,3,2,1.3366,13,21,57,11
MM,E,195,,HPLA,3,3,1.2855,10,48,16,7
MM,E,195,,HPLB,7,1,0.8012,5,45,50,3
MM,E,195,,HPLB,7,2,0.7548,10,14,63,7
MM,E,195,,HPLB,7,3,0.9351,9,34,61,5
MM,E,195,,HPLB,2,4,0.6727,14,27,55,7
MM,E,195,,HPLB,2,5,0.5607,12,34,45,3
MM,E,195,,CLA,20,1,0.7521,13,44,52,4
MM,E,195,,CLA,20,2,0.7447,11,33,41,3
MM,E,195,,CLA,20,3,0.6611,11,17,59,9
MM,E,195,,CLA,10,4,1.0965,9,49,35,5
MM,E,195,,CLA,10,5,1.1462,12,37,50,13
MM,E,195,,CLB,2,1,1.0476,15,56,16,9
MM,E,195,,CLB,2,2,0.7491,7,25,46,9
MM,E,195,,CLB,3,3,0.9298,11,31,44,8
MM,E,195,,CLB,3,4,1.1588,12,41,33,7
MM,E,195,,CLB,3,5,1.0376,12,27,43,7
MM,E,289,,CLA,8,1,1.5688,14,38,55,11
MM,E,289,,CLA,8,2,1.4357,15,20,54,11
MM,E,289,,CLA,8,3,1.1797,14,37,47,11
MM,E,289,,CLA,1,4,1.5814,11,41,56,8
MM,E,289,,CLA,3,5,0.9673,14,29,61,6
MM,E,289,,CLC,2,1,1.0653,14,30,54,6
EW,E,289,,CLC,2,2,1.1703,11,33,37,10
EW,E,289,,HPLA,3,1,1.7964,9,29,44,3
EW,E,289,,HPLA,4,2,1.6791,9,28,67,11
EW,E,289,,HPLA,2,3,1.4706,9,14,51,3
EW,E,289,,HPLA,2,4,1.2965,10,22,36,4
EW,E,289,,HPLA,10,5,1.8588,10,27,56,6
EW,E,289,,HPLC,1,1,0.6547,4,2,8,17
EW,E,289,,HPLC,1,2,1.2156,7,25,42,8
EW,E,289,,HPLB,5,1,1.5354,10,29,31,12
EW,E,289,,HPLB,5,2,1.4171,12,15,62,13
EW,E,289,,HPLB,4,3,1.2896,9,12,42,11
EW,E,289,,HPLB,4,4,1.1573,15,11,50,13
EW,E,289,,HPLB,1,5,1.2812,7,19,35,9
EW,E,254,,HPB,1,1,0.278,14,5,9,1
EW,E,254,,HPLB,6,1,0.673,9,19,12,7
EW,E,254,,HPLB,6,2,0.855,10,13,28,2
EW,E,254,,HPLB,6,3,0.841,8,10,18,3
EW,E,254,,HPLB,6,4,1.095,10,12,34,4
EW,E,254,,HPLA*,2,1,1.22,10,11,16,4
EW,E,254,,HPLA*,2,2,0.185,7,0,13,0
EW,E,254,,HPLA,1,1,0.678,14,2,21,32
EW,E,254,,CLA,2,1,1.53,12,11,38,8
EW,E,254,,CLA,2,2,1.388,12,14,35,1
EW,E,254,,CLA,1,1,1.425,12,19,37,10
EW,E,254,,CLA,2,1,1.441,9,9,27,11
EW,E,254,,CLA,1,2,2.3,12,29,35,13
EW,E,254,,HPLB,1,1,0.548,17,2,17,5
EW,E,254,,HPLB,4,1,0.767,8,18,22,7
EW,E,254,,HPLB,4,2,1.295,12,23,33,1
EW,E,254,,HPLB,4,3,0.811,9,15,21,7
EW,E,254,,HPLB,4,4,0.844,10,23,20,4
EW,E,254,,HPA,2,1,1.027,10,6,33,15
EW,E,254,,HPA,2,2,1.084,9,21,31,8
MM,E,213,,HPLA,2,2,0.9404,20,41,14,7
MM,E,213,,HPLA,2,1,1.1645,12,38,6,6
MM,E,213,,CLA,2,1,2.1286,17,36,37,8
MM,E,213,,CLA,2,2,1.5392,14,28,51,4
MM,E,213,,CLA,1,3,1.4222,7,32,30,9
MM,E,213,,CLA,2,4,0.8756,9,20,41,10
MM,E,213,,CLA,2,5,1.3004,10,36,42,13
MM,E,254,,HPLA,3,1,1.3468,11,29,32,8
MM,E,254,,HPLA,3,2,1.1357,9,16,51,10
MM,E,254,,HPLA,3,3,1.3345,7,12,46,12
MM,E,254,,HPLA,1,4,1.6335,9,25,50,9
MM,E,254,,HPLA,1,5,1.1226,10,16,40,8
MM,E,254,,HPLB,2,1,1.2429,7,7,41,7
MM,E,254,,HPLB,2,2,1.1141,9,19,54,1
MM,E,254,,HPLB,2,3,0.9662,10,15,47,5
MM,E,254,,HPLB,2,4,1.0231,9,29,35,7
MM,E,215,,HPLD,1,1,0.4411,14,0,3,4
MM,E,215,,HPLD,2,2,0.5611,9,12,59,9
MM,E,215,,HPLD,2,3,0.8916,10,25,33,11
MM,E,215,,HPLD,2,4,1.2733,10,13,82,12
MM,E,215,,HPLD,2,5,1.3944,8,41,46,11
MM,E,290,,HPLA,2,1,1.3637,10,25,59,6
MM,E,290,,HPLA,2,2,1.2278,11,27,50,5
MM,E,290,,HPLA,1,3,1.4303,10,37,59,6
MM,E,290,,HPLA,2,4,1.1943,10,45,48,4
MM,E,290,,HPLA,2,5,1.0375,11,31,47,6
MM,E,290,,HPLB,2,1,0.9086,9,41,53,3
MM,E,290,,HPLB,2,2,1.0206,10,20,57,4
GS,E,398,,CLA,3,1,1.1705,6,8,87,15
GS,E,398,,CLA,3,2,0.9966,11,14,84,8
GS,E,398,,CLA,3,3,1.2542,10,8,82,20
GS,E,398,,HPLA,3,1,1.1053,10,11,67,9
GS,E,398,,HPLA,3,2,1.0964,10,9,64,16
GS,E,398,,HPLA,3,3,1.3313,10,20,40,13
GS,E,398,,HPLA,1,1,1.636,12,41,17,10
GS,E,398,,HPA,1,1,0.986,12,4,46,19
GS,E,398,,HPLA,7,1,1.298,10,19,40,13
EW,E,398,,HPLA,7,2,1.444,12,22,41,4
EW,E,398,,HPLA,7,3,1.819,12,28,28,7
EW,E,398,,HPLA,7,4,1.846,12,40,35,13
EW,E,398,,HPLA,7,5,1.205,11,16,54,8
EW,E,398,,HPLA,2,1,1.287,10,29,28,20
EW,E,398,,HPLA,2,2,1.491,12,26,32,10
EW,E,251,,HPA,1,1,0.308,13,9,18,19
EW,E,251,,CLA,2,1,0.24,23,3,19,12
EW,E,251,,CLA,2,2,0.157,24,2,3,1
EW,E,251,,HPLB,2,1,0.537,17,13,44,11
EW,E,251,,HPLB,2,2,0.461,15,12,60,9
EW,E,251,,CLB,2,1,0.364,23,5,32,14
EW,E,251,,CLB,2,2,0.459,17,7,39,15
EW,E,251,,CLB,1,1,0.32,13,4,14,6
EW,E,251,,CLB,1,1,0.597,10,19,30,7
EW,E,251,,CLB,1,1,0.422,11,16,37,8
EW,E,201,,CLC,1,1,0.949,11,23,32,4
EW,E,251,,HPLA,2,1,0.865,12,31,41,10
EW,E,251,,HPLA,2,2,0.705,9,14,59,9
EW,E,251,,HPLA,2,1,0.137,17,2,13,0
EW,E,251,,HPLA,2,2,0.319,16,8,28,15
EW,E,251,,HPLA,3,1,0.212,13,34,36,0
EW,E,251,,HPLA,3,2,0.882,13,28,32,7
EW,E,251,,HPLA,3,3,0.695,14,13,59,10
EW,E,251,,HPLB,1,1,0.577,18,9,55,8
EW,E,251,,HPA,3,1,0.579,12,10,69,4
EW,E,251,,HPA,3,2,0.361,14,8,51,10
EW,E,251,,HPA,3,3,0.405,13,13,33,2
EW,E,251,,HPA,1,1,0.366,15,8,22,4
JS,E,251,,HPA,2,1,0.45,17,4,32,6
JS,E,251,,HPA,2,2,0.36,9,3,46,6
JS,E,350,,CLB,1,1,0.518,7,17,12,3
JS,E,350,,CLA,1,1,1.163,13,6,52,3
JS,E,350,,CLA,2,1,1.793,10,16,53,2
JS,E,350,,CLA,2,2,2.047,11,25,42,4
JS,E,350,,CLA,1,1,1.717,6,34,54,0
JS,E,350,,CLB,1,1,1.842,8,25,51,5
JS,E,350,,CLB,1,1,1.362,12,17,71,9
JS,E,350,,CLB,2,1,1.806,12,23,48,4
JS,E,350,,CLB,2,2,1.598,11,27,49,3
JS,E,350,,CLB,1,1,2.152,8,30,49,3
JS,E,290,,CLA,1,1,0.149,16,5,12,0
JS,E,290,,CLA,3,1,1.17,12,16,55,1
JS,E,290,,CLA,3,2,0.573,11,9,42,0
JS,E,290,,CLA,3,3,1.098,10,14,45,0
EW,E,290,,CLB,1,1,1.105,11,28,51,7
EW,E,335,,HPLA,1,1,1.296,12,35,53,4
EW,E,335,,HPLB,1,1,1.223,11,12,46,11
EW,E,335,,HPA,2,1,1.451,8,23,49,2
EW,E,335,,HPA,2,2,1.463,8,31,47,11
EW,E,335,,HPA,1,1,1.835,10,42,57,8
EW,E,335,,CLA,2,1,1.509,11,8,67,4
EW,E,335,,CLA,2,2,1.988,9,23,79,7
EW,E,260,,HPLB,1,1,1.747,8,24,31,4
GS,E,383,,HPA,2,1,0.278,17,15,24,7
GS,E,383,,HPA,2,2,0.35,18,18,34,7
GS,E,383,,CLA,1,1,0.258,16,1,18,5
GS,C,9,,HPA,1,1,0.8,21,4,23,8
GS,C,9,,HPC,1,1,0.467,15,7,25,3
GS,E,335,,CLA,1,1,1.218,11,6,72,13
GS,E,207,,CLA,1,1,1.146,15,4,49,18
GS,E,305,,UNTAGGED,1,1,0.298,13,0,6,3
GS,E,285,,HPA,1,1,1.4534,10,27,63,14
GS,E,285,,HPLA,1,1,1.3558,12,15,65,8
GS,E,194,,HPLA,3,1,0.887,11,16,41,4
GS,E,194,,HPLA,3,2,0.846,15,7,55,8
GS,E,194,,HPLA,3,3,1.018,12,21,33,6
GS,E,194,,HPLA,1,1,1.266,9,17,55,8
GS,E,194,,HPLA,1,1,1.279,7,15,49,8
EW,E,396,,CLB,1,1,1.7,7,23,48,11
EW,E,396,,CLB,2,1,1.929,8,21,59,10
EW,E,396,,CLB,2,2,2.24,8,37,40,9
EW,E,396,,CLB,3,1,2.114,8,40,28,12
EW,E,396,,CLB,3,2,2.082,8,25,55,4
EW,E,396,,CLB,3,3,1.859,10,30,33,12
EW,E,396,,CLB,2,1,1.915,11,34,43,10
EW,E,396,,CLB,2,2,0.989,11,22,15,5
EW,E,396,,CLA,1,1,1.572,11,32,29,9
EW,E,396,,HPLA,3,1,1.485,10,40,32,6
EW,E,396,,HPLA,3,2,1.657,12,48,26,10
EW,E,396,,HPLA,3,3,1.324,11,22,36,6
EW,E,396,,HPLA,2,1,1.384,13,20,33,4
EW,E,396,,HPLA,2,2,1.614,13,28,47,10
EW,E,396,,HPLB,1,1,1.552,11,42,21,5
EW,E,396,,HPLA,1,1,1.194,11,28,31,7
EW,E,396,,CLA,2,1,0.657,10,31,35,2
EW,E,396,,CLA,2,2,1.299,10,25,19,6
EW,E,396,,CLA,2,1,1.351,9,20,32,12
EW,E,396,,CLA,2,2,1.075,10,31,22,6
EW,E,396,,CLB,3,1,1.743,10,21,56,2
EW,E,396,,CLB,3,2,1.235,11,19,51,6
EW,E,396,,CLB,3,3,1.893,8,21,22,11
EW,E,396,,CLA,7,1,0.996,14,16,54,5
EW,E,396,,CLA,7,2,1.175,14,31,11,8
EW,E,396,,CLA,7,3,1.132,12,38,42,10
EW,E,396,,CLA,7,4,1.387,9,41,34,16
EW,E,396,,CLA,7,5,1.216,11,31,34,13
EW,E,215,,HPLB,2,1,0.531,16,1,18,9
EW,E,215,,HPLB,2,2,0.393,16,1,11,12
EW,E,215,,HPLA,1,1,0.872,10,9,47,7
EW,E,215,,HPLB,1,1,1.653,10,29,63,14
EW,E,215,,HPB,1,1,0.727,11,3,41,21
EW,E,215,,HPLC,1,1,0.288,16,10,21,0
EW,E,215,,HPLC,1,1,0.844,11,13,75,10
EW,E,215,,CLA,1,1,1.127,13,8,67,14
EW,E,215,,CLB,1,1,0.307,12,0,0,0
EW,E,215,,CLB,2,1,0.493,11,1,8,0
EW,E,215,,CLB,2,2,0.548,13,1,13,20
EW,E,215,,CLB,1,1,0.561,11,21,45,4
GS,E,329,,CLA,2,1,0.4877,11,50,5,5
GS,E,329,,CLA,2,2,0.6251,10,20,26,5
GS,E,329,,HPA,2,1,0.4136,15,14,47,9
GS,E,329,,HPA,2,2,0.5175,11,24,41,10
GS,E,329,,HPLA,3,1,0.6274,10,9,41,18
GS,E,329,,HPLA,3,2,0.7103,11,11,46,8
GS,E,329,,HPLA,3,3,0.6175,13,9,49,9
EW,E,122,,CLA,1,1,1.089,8,17,34,9
EW,E,122,,CLA,1,1,1.306,7,17,47,5
EW,E,122,,CLB,1,1,1.831,8,25,40,6
EW,E,122,,CLB,1,1,1.761,11,25,48,13
EW,E,122,,CLC,1,1,1.994,10,41,57,4
EW,E,122,,CLC,1,1,1.612,9,26,73,7
EW,E,122,,HPLA,1,1,0.941,17,6,25,8
EW,E,122,,HPA,1,1,1.349,16,23,34,3
EW,E,122,,HPA,1,1,1.41,11,22,34,1
EW,E,122,,HPLA,1,1,1.183,13,30,12,3
EW,E,329,,HPLA,3,1,0.572,10,23,23,12
EW,E,329,,HPLA,3,2,0.418,9,6,19,0
EW,E,329,,HPLA,3,3,0.609,11,25,47,7
EW,E,329,,CLA,2,1,0.736,16,23,20,0
EW,E,329,,CLA,2,2,0.421,13,14,29,4
EW,E,329,,CLA,10,1,0.599,12,23,28,4
EW,E,329,,CLA,10,2,0.689,8,36,9,0
EW,E,329,,CLA,10,3,0.619,11,42,7,10
EW,E,329,,CLA,10,4,0.41,11,12,24,18
EW,E,329,,CLA,10,5,0.621,8,17,19,6
EW,E,329,,HPLA,1,1,0.518,13,18,29,0
EW,E,305,,UNTAGGED,4,1,1.8,12,9,37,1
EW,E,305,,UNTAGGED,4,2,0.977,9,19,38,3
EW,E,305,,UNTAGGED,4,3,1.074,8,16,26,7
EW,E,305,,UNTAGGED,4,4,1.657,5,41,12,4
EW,E,329,,CLA,3,1,0.749,11,12,20,1
EW,E,329,,CLA,3,2,0.504,10,25,23,4
EW,E,329,,CLA,3,3,0.382,10,12,16,0
EW,E,246,,CLA,1,1,1.213,9,19,33,6
EW,E,380,,UNTAGGED,2,1,1.272,10,36,6,2
EW,E,380,,UNTAGGED,2,2,2.306,8,58,15,2
EW,E,328,,HPLA,1,1,1.399,13,24,24,3
EW,E,337,,UNTAGGED,2,1,1.849,9,37,29,31
EW,E,337,,UNTAGGED,2,2,1.914,10,30,53,8
EW,E,330,,HPA,1,1,1.442,8,9,44,14
EW,E,330,,HPLA,1,1,1.693,7,10,70,3
EW,E,230,,HPLA,1,1,1.501,9,14,52,6
EW,E,397,,UNTAGGED,4,1,1.352,7,16,58,16
EW,E,397,,UNTAGGED,4,2,1.733,11,27,24,5
EW,E,397,,UNTAGGED,4,3,1.635,11,24,33,11
EW,E,397,,UNTAGGED,4,4,1.356,9,32,39,3
EW,E,397,,UNTAGGED,2,1,1.091,11,10,42,9
EW,E,397,,UNTAGGED,2,2,1.414,8,20,45,4
EW,E,346,,CLA,1,1,1.345,9,15,41,3
EW,E,348,,CLA,1,1,0.586,8,36,29,4
EW,E,348,,CLA,1,1,1.317,9,34,45,6
EW,E,348,,CLA,1,1,1.002,7,39,32,4
EW,E,346,,CLB,1,1,1.512,9,18,48,8
EW,E,346,,HPLA,2,1,1.457,10,31,22,7
EW,E,346,,HPLA,2,2,1.246,11,19,29,3
EW,E,348,,HPLA,1,1,0.959,7,21,42,6
EW,E,348,,HPLA,2,1,1.202,9,16,53,9
EW,E,348,,HPLA,2,2,1.322,10,14,40,13
EW,E,348,,UNTAGGED,1,1,1.429,10,40,37,25
EW,E,194,,HPLA,2,1,1.205,12,22,43,5
EW,E,194,,HPLA,2,2,0.989,10,18,50,2
EW,E,194,,CLA,1,1,0.734,11,3,60,7
EW,E,329,,CLA,4,1,0.436,10,10,31,11
EW,E,329,,CLA,4,2,0.557,11,30,22,11
EW,E,329,,CLA,4,3,0.327,8,18,22,11
EW,E,329,,CLA,2,1,0.479,12,9,29,10
EW,E,329,,CLA,2,2,0.387,13,6,25,10
EW,E,394,,HPA,1,1,1.971,10,56,19,6
EW,E,394,,HPLA,1,1,2.22,9,40,34,5
EW,E,394,,HPLA,2,1,1.799,12,32,35,4
EW,E,394,,HPLA,2,2,1.613,13,23,38,5
EW,C,9,,HPLB,2,1,0.701,9,9,15,2
EW,C,9,,HPLB,2,2,0.326,9,12,17,1
EW,C,9,,HPA,1,1,0.628,16,17,23,0
EW,C,9,,CLC,1,1,1.373,12,35,26,5
EW,C,9,,CLC,2,1,1.103,15,19,15,2
EW,C,9,,CLC,2,2,1.23,14,23,30,3
EW,C,9,,CLC,1,1,1.158,12,17,22,2
EW,C,9,,HPLB,1,1,2.596,11,50,19,2
EW,C,9,,HPLB,1,1,1.831,12,48,13,3
EW,C,9,,HPB,1,1,0.943,13,11,35,3
EW,C,9,,HPLA,3,1,0.684,14,14,41,4
EW,C,9,,HPLA,3,2,0.923,14,20,34,0
EW,C,9,,HPLA,3,3,0.874,14,24,37,3
EW,C,9,,HPLC,1,1,0.742,13,8,31,7
EW,C,23,,HPLA,1,1,0.369,11,0,0,29
EW,C,23,,HPA,3,1,0.435,14,1,1,39
EW,C,23,,HPA,3,2,0.338,11,0,0,46
EW,C,23,,HPA,3,3,0.434,20,0,1,23
EW,C,23,,HPLA,1,1,0.317,13,0,1,45
EW,C,26,,HPLA,1,1,1.156,13,50,21,5
EW,C,26,,HPLA,1,1,0.512,11,12,45,5
EW,C,26,,HPLA,1,1,1.481,11,50,26,12
EW,C,26,,HPLA,1,1,1.146,13,57,8,12
EW,C,26,,HPA,1,1,1.016,11,41,23,5
EW,C,28,,HPLA,1,1,1.917,12,77,5,6
EW,C,28,,HPLA,1,1,1.846,4,71,23,4
EW,C,90,,UNTAGGED,2,1,1.743,10,8,34,15
EW,C,90,,UNTAGGED,2,2,1.021,7,3,37,5
EW,C,90,,UNTAGGED,1,1,0.605,8,2,7,8
EW,C,370,,CLA,1,1,0.682,9,2,51,2
EW,C,370,,CLA,1,1,1.649,10,23,56,3
EW,C,370,,HPLA,1,1,1.436,11,29,44,1
EW,A,105,,CLA,5,1,0.92,14,17,36,3
EW,A,105,,CLA,5,2,1.304,11,25,41,5
EW,A,105,,CLA,5,3,1.329,11,33,34,4
EW,A,105,,CLA,5,4,1.299,12,21,42,6
EW,A,105,,CLA,5,5,1.192,13,16,48,4
EW,A,105,,CLA,2,1,1.237,14,14,47,7
EW,A,105,,CLA,2,2,1.147,13,13,62,12
EW,A,105,,HPLB,1,1,1.987,11,47,21,7
EW,A,105,,HPLA,2,1,2.046,11,28,44,7
EW,A,105,,HPLA,2,2,2.022,10,26,46,8
EW,A,105,,HPA,2,1,1.698,9,67,7,7
EW,A,105,,HPA,2,2,1.466,12,19,48,12
EW,A,105,,HPA,4,1,1.867,11,29,43,18
EW,A,105,,HPA,4,2,2.262,10,39,38,7
EW,A,105,,HPA,4,3,2.523,13,33,41,6
EW,A,105,,HPA,4,4,1.744,14,38,46,14
EW,A,105,,HPB,1,1,1.242,12,16,46,6
EW,A,105,,HPB,1,1,1.324,13,24,46,7
EW,A,105,,HPLA,5,1,1.855,20,24,46,11
EW,A,105,,HPLA,5,2,1.862,13,27,51,7
EW,A,105,,HPLA,5,3,1.672,15,23,43,12
EW,A,105,,HPLA,5,4,1.554,10,12,52,4
EW,A,105,,HPLA,5,5,1.691,9,16,34,4
EW,A,105,,HPLA,3,1,1.567,11,17,57,8
EW,A,105,,HPLA,3,2,1.603,10,18,52,9
EW,A,105,,HPLA,3,3,1.695,12,17,54,9
EW,A,105,,HPLA,5,1,1.63,11,25,48,12
EW,A,105,,HPLA,5,2,1.637,11,24,40,12
EW,A,105,,HPLA,5,3,1.594,11,29,36,12
EW,A,105,,HPLA,5,4,1.276,10,41,21,3
EW,A,105,,HPLA,5,5,1.842,14,35,43,10
EW,A,105,,HPLB,1,1,2.272,12,5,37,12
EW,A,105,,HPLB,1,1,0.982,13,39,24,3
EW,A,105,,HPLB,1,1,1.867,11,29,48,4
